,prediction
3300029830_26,facultative
3300008679_14,facultative
3300014548_5,facultative
3300029606_13,facultative
3300001594_38,facultative
3300006479_26,facultative
3300029132_11,facultative
3300008521_13,facultative
3300008705_8,facultative
3300010275_16,facultative
3300010267_8,facultative
3300029024_6,facultative
3300029573_26,facultative
3300012852_11,facultative
3300025597_8,facultative
3300025861_9,facultative
3300020445_11,facultative
3300027963_31,facultative
3300010276_20,facultative
3300013922_1,facultative
3300027796_28,facultative
3300025409_10,facultative
3300013133_48,facultative
3300027419_65,facultative
3300025656_32,facultative
3300014527_6,facultative
3300020221_46,facultative
3300001567_47,anaerobe
3300027863_21,facultative
3300015196_4,facultative
3300025708_18,anaerobe
3300025695_19,facultative
3300014050_19,facultative
3300020351_8,facultative
3300027849_41,facultative
3300029381_21,facultative
3300025720_29,facultative
3300025393_12,facultative
3300029828_17,facultative
3300029532_16,facultative
3300013130_35,facultative
3300008090_6,facultative
3300029609_18,facultative
3300002308_7,facultative
3300029018_3,facultative
3300014776_9,facultative
3300007722_74,facultative
3300025296_8,facultative
3300011230_5,facultative
3300028570_79,facultative
3300029400_18,facultative
3300029696_4,facultative
3300011223_4,facultative
3300012016_12,facultative
3300024044_10,facultative
3300025298_22,facultative
3300011978_5,facultative
3300011465_1,facultative
3300021093_62,aerobe
3300014529_12,facultative
3300029536_10,facultative
3300007531_37,facultative
3300027831_15,facultative
3300005964_17,facultative
3300025502_9,facultative
3300029893_18,facultative
3300029876_16,facultative
3300014789_5,facultative
3300010054_7,facultative
3300008571_8,facultative
3300008755_25,facultative
3300000200_3,facultative
3300014911_58,anaerobe
3300013094_62,facultative
3300013384_1,facultative
3300011488_2,facultative
3300011994_7,facultative
3300023194_7,facultative
3300012936_30,facultative
3300023096_4,facultative
3300007360_14,facultative
3300009709_25,facultative
3300007096_12,facultative
3300008634_21,facultative
3300025737_89,facultative
3300008630_7,facultative
3300029593_25,facultative
3300025039_2,facultative
3300011002_16,facultative
3300018719_4,facultative
3300027276_50,facultative
3300007100_20,facultative
3300025703_22,facultative
3300025286_7,facultative
3300020220_42,facultative
3300008611_24,facultative
3300006499_23,facultative
3300007316_18,facultative
3300028644_33,facultative
3300026079_36,facultative
3300029692_12,facultative
3300014667_5,facultative
3300011507_2,facultative
3300014789_12,facultative
3300020215_14,facultative
3300029423_10,facultative
3300029417_17,facultative
3300020705_4,facultative
3300008082_8,facultative
3300021376_46,facultative
3300027531_9,facultative
3300010275_100,facultative
3300027373_12,facultative
3300007825_2,facultative
3300029855_7,facultative
3300025350_18,facultative
3300027968_49,facultative
3300029613_12,facultative
3300007800_2,facultative
3300014766_6,facultative
3300026561_4,facultative
3300014206_34,facultative
3300017938_15,facultative
3300014196_9,facultative
3300025871_37,facultative
3300004628_20,facultative
3300029858_12,facultative
3300027736_50,facultative
3300011925_8,facultative
3300025131_6,facultative
3300012826_4,facultative
3300029615_17,facultative
3300014787_15,facultative
3300007339_28,facultative
3300007566_42,facultative
3300017386_8,anaerobe
3300015049_1,facultative
3300029578_15,facultative
3300006045_85,facultative
3300029887_8,facultative
3300014779_2,facultative
3300010283_2,facultative
3300010268_37,facultative
3300020197_69,facultative
3300017646_13,facultative
3300028298_15,facultative
3300012003_11,facultative
3300000216_10,facultative
3300024948_4,facultative
3300027244_1,facultative
3300027746_14,facultative
3300007789_3,facultative
3300021400_91,facultative
3300027592_20,facultative
3300013125_102,facultative
3300025199_3,facultative
3300009393_13,facultative
3300027820_48,facultative
3300027893_131,facultative
3300014525_5,facultative
3300029434_7,facultative
3300020173_22,facultative
3300025689_58,facultative
3300012270_2,facultative
3300020596_40,facultative
3300025859_54,anaerobe
3300027276_44,facultative
3300020253_4,facultative
3300021326_25,facultative
3300029446_11,facultative
3300029793_26,facultative
3300007083_3,facultative
3300020303_3,facultative
3300027128_10,facultative
3300002481_40,anaerobe
3300029462_15,facultative
3300029566_24,facultative
3300006853_22,facultative
3300029842_23,facultative
3300011717_3,facultative
3300018080_21,facultative
3300005529_103,facultative
3300014592_1,facultative
3300007335_25,facultative
3300029480_12,facultative
3300000970_15,facultative
3300008281_19,facultative
3300029439_30,facultative
3300011989_10,facultative
3300029028_8,facultative
3300024309_9,facultative
3300024918_2,facultative
3300013901_6,facultative
3300012825_5,facultative
3300027386_32,facultative
3300029671_12,facultative
3300012191_2,facultative
3300017389_14,facultative
3300028174_12,facultative
3300020447_32,facultative
3300007794_2,facultative
3300008489_8,facultative
3300025040_5,facultative
3300011989_11,facultative
3300024431_39,facultative
3300012060_4,facultative
3300029682_8,facultative
3300026293_3,facultative
3300002164_28,facultative
3300029385_16,facultative
3300010162_107,facultative
3300012942_36,facultative
3300029745_19,facultative
3300022888_34,facultative
3300029594_15,facultative
3300022871_6,anaerobe
3300008350_4,facultative
3300021093_49,aerobe
3300012265_6,facultative
3300029752_9,facultative
3300025668_17,facultative
3300023074_6,facultative
3300008149_3,facultative
3300008503_24,facultative
3300006247_32,facultative
3300029681_12,facultative
3300028568_45,facultative
3300029489_18,facultative
3300029303_19,facultative
3300002168_48,facultative
3300010286_36,facultative
3300020179_10,facultative
3300007895_1,facultative
3300027532_20,facultative
3300014196_10,facultative
3300006226_96,facultative
3300029246_11,facultative
3300029948_3,facultative
3300008664_21,facultative
3300005288_13,facultative
3300025093_14,facultative
3300005326_27,facultative
3300025933_25,facultative
3300001970_7,facultative
3300019371_13,facultative
3300029514_21,facultative
3300029750_11,facultative
3300029390_11,facultative
3300013014_18,facultative
3300013136_76,facultative
3300006298_6,facultative
3300025413_8,facultative
3300013195_2,facultative
3300029446_18,facultative
3300029713_27,facultative
3300026262_30,facultative
3300025862_24,facultative
3300026531_9,facultative
3300025713_31,facultative
3300017957_51,facultative
3300027491_8,facultative
3300010260_9,facultative
3300025665_10,facultative
3300029874_12,facultative
3300029544_17,facultative
3300029360_36,facultative
3300026164_13,facultative
3300021400_109,facultative
3300029307_10,facultative
3300025704_27,facultative
3300029130_36,facultative
3300008139_8,facultative
3300022660_82,facultative
3300025861_39,anaerobe
3300029718_43,facultative
3300027863_65,facultative
3300012950_26,facultative
3300014196_12,facultative
3300018033_12,facultative
3300020723_7,facultative
3300025716_18,facultative
3300029653_11,facultative
3300000385_10,facultative
3300029186_17,facultative
3300029776_18,facultative
3300025924_18,facultative
3300025663_13,facultative
3300025536_8,facultative
3300027844_72,facultative
3300027499_1,facultative
3300029441_24,facultative
3300020418_7,facultative
3300020200_13,facultative
3300011186_3,facultative
3300022848_5,facultative
3300007771_19,facultative
3300026294_6,facultative
3300029295_21,facultative
3300029847_37,facultative
3300029503_18,facultative
3300009095_106,facultative
3300029015_13,facultative
3300021255_47,facultative
3300009703_61,facultative
3300010280_44,facultative
3300029633_7,facultative
3300027709_24,facultative
3300029381_19,facultative
3300022661_78,facultative
3300012556_1,facultative
3300000470_5,facultative
3300020470_34,facultative
3300011932_3,facultative
3300012092_6,facultative
3300011657_3,facultative
3300028534_19,facultative
3300002450_22,facultative
3300013829_1,facultative
3300027965_18,facultative
3300007272_18,facultative
3300029459_16,facultative
3300012521_61,facultative
3300013482_2,facultative
3300020721_7,facultative
3300029893_12,facultative
3300029383_8,facultative
3300025879_8,facultative
3300000150_3,facultative
3300027607_40,facultative
3300025865_10,facultative
3300004628_36,facultative
3300014050_11,facultative
3300007782_4,facultative
3300012147_17,facultative
3300029766_19,facultative
3300029198_15,facultative
3300028048_52,facultative
3300010280_36,facultative
3300029620_23,facultative
3300002468_6,facultative
3300027856_14,facultative
3300025262_5,facultative
3300025697_4,facultative
3300029589_28,facultative
3300027762_9,facultative
3300008534_8,facultative
3300008715_16,facultative
3300025503_32,facultative
3300027679_15,facultative
3300025526_2,facultative
3300006460_27,facultative
3300027226_2,facultative
3300025430_3,facultative
3300012990_8,facultative
3300029718_36,facultative
3300008063_32,facultative
3300027835_105,facultative
3300027262_15,facultative
3300029507_9,facultative
3300026473_2,facultative
3300008412_15,facultative
3300029401_12,facultative
3300021122_5,facultative
3300029104_17,facultative
3300029541_14,facultative
3300029361_23,facultative
3300029774_6,facultative
3300020460_35,facultative
3300013885_9,anaerobe
3300003894_31,facultative
3300014596_1,facultative
3300006478_2,facultative
3300009826_76,anaerobe
3300014760_5,facultative
3300027757_7,facultative
3300017650_8,facultative
3300024277_5,facultative
3300026084_25,facultative
3300021376_15,facultative
3300029703_29,facultative
3300026208_12,facultative
3300012617_3,facultative
3300020462_8,facultative
3300000227_24,facultative
3300029476_15,facultative
3300020109_103,facultative
3300005964_13,facultative
3300005805_32,facultative
3300021091_42,facultative
3300005082_16,anaerobe
3300005858_19,facultative
3300026250_9,facultative
3300026197_22,facultative
3300027814_3,facultative
3300022841_4,facultative
3300025830_12,facultative
3300008534_6,facultative
3300029381_24,facultative
3300029251_12,facultative
3300009773_13,facultative
3300022900_31,facultative
3300027719_2,facultative
3300027424_1,facultative
3300014040_9,facultative
3300026290_30,facultative
3300008098_24,facultative
3300024262_30,facultative
3300028593_45,facultative
3300028048_85,facultative
3300029432_11,facultative
3300029730_11,facultative
3300029884_20,facultative
3300027491_7,facultative
3300007979_9,facultative
3300005645_20,facultative
3300026825_4,facultative
3300024339_16,facultative
3300012950_6,facultative
3300027976_75,facultative
3300028561_67,facultative
3300009769_39,facultative
3300027159_2,facultative
3300020398_17,facultative
3300028564_21,facultative
3300026907_2,facultative
3300025698_8,facultative
3300029763_16,facultative
3300000233_12,facultative
3300025689_3,facultative
3300027739_5,facultative
3300000170_5,facultative
3300029608_19,facultative
3300029252_24,facultative
3300014086_1,facultative
3300025658_34,facultative
3300029040_7,facultative
3300013136_38,facultative
3300025718_23,facultative
3300014091_3,facultative
3300029773_12,facultative
3300007796_12,facultative
3300017818_25,facultative
3300026049_1,facultative
3300008132_23,facultative
3300002164_23,facultative
3300029757_7,facultative
3300025698_17,facultative
3300025233_15,facultative
3300029445_33,facultative
3300029734_22,facultative
3300013939_6,facultative
3300029365_22,facultative
3300013133_116,facultative
3300011954_2,facultative
3300029232_23,facultative
3300003155_9,facultative
3300027832_23,facultative
3300011585_2,facultative
3300029780_14,facultative
3300015024_10,facultative
3300014554_8,facultative
3300008299_20,facultative
3300029817_10,facultative
3300005966_10,facultative
3300029467_14,facultative
3300006253_50,facultative
3300025590_6,facultative
3300029073_2,facultative
3300021400_51,facultative
3300024355_1,facultative
3300027649_9,facultative
3300029334_13,facultative
3300005298_17,facultative
3300029696_16,facultative
3300028603_31,facultative
3300027823_67,aerobe
3300008575_37,facultative
3300027784_47,facultative
3300025621_26,facultative
3300006912_7,facultative
3300014686_1,facultative
3300028580_23,facultative
3300027804_39,aerobe
3300025730_54,facultative
3300012077_8,facultative
3300011570_5,facultative
3300010270_18,facultative
3300027282_17,facultative
3300029770_22,facultative
3300027276_14,facultative
3300020478_48,facultative
3300029840_24,facultative
3300029582_14,facultative
3300025472_24,facultative
3300018033_10,facultative
3300020198_50,facultative
3300026166_1,facultative
3300029583_30,facultative
3300020176_38,aerobe
3300025277_16,facultative
3300011452_1,facultative
3300008751_3,facultative
3300011886_5,facultative
3300029571_27,facultative
3300008058_7,facultative
3300020454_20,facultative
3300025626_99,facultative
3300025469_16,facultative
3300027832_13,facultative
3300006914_34,facultative
3300029130_22,facultative
3300029390_14,facultative
3300020423_28,facultative
3300026132_5,facultative
3300020197_48,aerobe
3300027554_14,facultative
3300010403_28,facultative
3300029477_13,facultative
3300025890_68,facultative
3300018469_10,facultative
3300005287_10,facultative
3300025349_14,facultative
3300024912_1,facultative
3300011727_4,facultative
3300011213_5,facultative
3300013627_1,facultative
3300013833_6,facultative
3300027839_17,facultative
3300009503_24,anaerobe
3300027503_20,facultative
3300001680_21,facultative
3300029621_39,facultative
3300018878_138,anaerobe
3300024949_2,facultative
3300026282_18,facultative
3300020689_3,facultative
3300017467_7,facultative
3300025865_12,facultative
3300008104_3,facultative
3300029595_18,facultative
3300012279_1,facultative
3300012921_19,facultative
3300013093_52,facultative
3300029256_19,facultative
3300020219_22,facultative
3300015207_28,facultative
3300017453_14,facultative
3300007121_14,facultative
3300027968_37,facultative
3300012891_1,facultative
3300005298_7,facultative
3300007109_7,facultative
3300029623_12,facultative
3300025676_51,facultative
3300029483_13,facultative
3300010287_37,facultative
3300018004_18,facultative
3300029464_8,facultative
3300018004_25,facultative
3300029604_6,facultative
3300011203_1,facultative
3300029423_12,facultative
3300029495_20,facultative
3300018475_142,facultative
3300010270_10,facultative
3300007517_72,facultative
3300020383_10,facultative
3300020400_21,facultative
3300000839_34,facultative
3300017513_36,anaerobe
3300020074_60,facultative
3300029684_13,facultative
3300000198_4,facultative
3300014788_11,facultative
3300008360_27,facultative
3300027864_42,facultative
3300014824_10,facultative
3300028032_41,facultative
3300025684_16,facultative
3300005275_5,facultative
3300028559_32,facultative
3300022661_194,facultative
3300019760_5,facultative
3300025682_46,facultative
3300020268_6,facultative
3300006298_8,facultative
3300014553_10,facultative
3300008128_21,facultative
3300020423_19,facultative
3300029365_32,facultative
3300026522_53,facultative
3300007732_13,facultative
3300025639_7,facultative
3300014754_5,facultative
3300025592_24,facultative
3300027719_112,facultative
3300017991_76,facultative
3300029577_27,facultative
3300026875_5,facultative
3300002164_47,facultative
3300027905_66,facultative
3300028048_34,facultative
3300028954_2,facultative
3300022146_1,facultative
3300010271_18,facultative
3300029051_16,facultative
3300029513_9,facultative
3300029706_16,facultative
3300010273_23,facultative
3300008337_2,facultative
3300014588_3,facultative
3300013131_61,facultative
3300025767_11,facultative
3300008716_17,facultative
3300029056_15,facultative
3300026256_28,facultative
3300025935_20,facultative
3300028129_12,facultative
3300017429_43,facultative
3300003700_1,facultative
3300027754_29,facultative
3300000152_4,facultative
3300013138_15,facultative
3300007121_4,facultative
3300029841_24,facultative
3300025302_14,facultative
3300007068_2,facultative
3300014558_7,facultative
3300020207_18,facultative
3300029735_23,facultative
3300029325_5,facultative
3300028557_54,facultative
3300027976_90,facultative
3300027815_90,facultative
3300020407_21,facultative
3300020603_85,facultative
3300011202_3,facultative
3300006256_20,facultative
3300023174_43,facultative
3300028196_19,facultative
3300000237_7,facultative
3300010282_32,facultative
3300025425_30,facultative
3300029246_13,facultative
3300015214_162,facultative
3300027784_36,facultative
3300020221_81,facultative
3300025272_16,facultative
3300008148_5,facultative
3300029435_16,facultative
3300029768_21,facultative
3300021504_7,facultative
3300017429_3,facultative
3300005977_15,facultative
3300011879_2,facultative
3300029847_21,facultative
3300029574_14,facultative
3300013128_86,facultative
3300013201_1,facultative
3300026549_137,facultative
3300025255_7,facultative
3300022744_9,facultative
3300029013_6,facultative
3300025181_1,facultative
3300008080_9,facultative
3300029881_33,facultative
3300007802_22,facultative
3300011964_5,facultative
3300028168_16,facultative
3300020426_14,facultative
3300025730_44,facultative
3300026088_13,facultative
3300024529_6,facultative
3300025781_4,facultative
3300011157_2,facultative
3300004833_4,facultative
3300027760_13,facultative
3300003364_7,facultative
3300012006_29,facultative
3300025528_16,facultative
3300029754_21,facultative
3300008096_28,facultative
3300012816_5,facultative
3300027819_106,facultative
3300029738_10,facultative
3300029381_41,facultative
3300012953_13,facultative
3300025065_6,facultative
3300029241_14,facultative
3300026209_27,facultative
3300011600_1,facultative
3300026194_28,facultative
3300013126_76,facultative
3300004628_92,facultative
3300009767_78,facultative
3300020450_13,facultative
3300028298_11,anaerobe
3300029678_21,facultative
3300000366_10,facultative
3300029532_7,facultative
3300011818_1,facultative
3300017444_81,facultative
3300020214_60,facultative
3300022660_212,facultative
3300001484_6,facultative
3300010262_21,facultative
3300022181_38,facultative
3300014070_3,facultative
3300013137_47,anaerobe
3300029033_9,facultative
3300025737_44,facultative
3300025530_15,facultative
3300006464_40,facultative
3300008090_15,facultative
3300029871_28,facultative
3300029583_33,facultative
3300025809_14,facultative
3300029874_14,facultative
3300012818_9,facultative
3300026282_23,facultative
3300025629_48,anaerobe
3300012801_2,facultative
3300009779_55,facultative
3300005529_93,facultative
3300021356_16,facultative
3300028161_7,facultative
3300012859_10,facultative
3300021384_11,facultative
3300020221_86,facultative
3300020381_9,facultative
3300029855_21,facultative
3300029382_25,facultative
3300025677_59,anaerobe
3300013986_1,facultative
3300007499_5,facultative
3300007043_19,facultative
3300012533_71,facultative
3300013152_1,facultative
3300025475_6,facultative
3300028963_9,facultative
3300029422_4,facultative
3300027784_22,facultative
3300025683_47,facultative
3300026283_15,facultative
3300020190_84,facultative
3300022753_140,facultative
3300017998_33,facultative
3300014523_4,facultative
3300025654_29,facultative
3300007098_16,facultative
3300025672_10,facultative
3300025684_13,facultative
3300017399_4,facultative
3300008486_9,facultative
3300008482_11,facultative
3300013422_2,facultative
3300008523_9,facultative
3300012803_6,facultative
3300013306_25,facultative
3300027850_35,facultative
3300017426_29,facultative
3300025692_11,facultative
3300007805_9,facultative
3300027848_18,facultative
3300012834_9,facultative
3300026271_6,facultative
3300018790_9,facultative
3300024060_11,facultative
3300025132_9,aerobe
3300017406_31,facultative
3300027515_58,facultative
3300025296_5,facultative
3300007123_17,facultative
3300018015_16,facultative
3300010287_38,facultative
3300014007_3,facultative
3300028417_18,facultative
3300011650_2,facultative
3300023208_9,facultative
3300027754_18,facultative
3300025717_14,facultative
3300011977_25,facultative
3300008589_13,facultative
3300013136_146,facultative
3300007724_12,facultative
3300000563_65,anaerobe
3300014927_3,facultative
3300009826_143,facultative
3300025762_16,facultative
3300029351_7,facultative
3300028073_4,facultative
3300028570_25,facultative
3300008143_6,facultative
3300018065_38,facultative
3300028026_5,facultative
3300027815_20,facultative
3300027841_9,facultative
3300000234_65,facultative
3300029444_16,facultative
3300029511_19,facultative
3300025534_3,facultative
3300010287_19,facultative
3300029248_7,facultative
3300025235_7,facultative
3300027864_36,facultative
3300026279_49,facultative
3300008725_14,facultative
3300026977_4,facultative
3300029723_6,facultative
3300020467_21,facultative
3300020399_8,facultative
3300006479_19,facultative
3300025858_89,facultative
3300025654_25,facultative
3300026797_3,facultative
3300029136_31,facultative
3300008742_27,facultative
3300029876_37,facultative
3300008150_20,facultative
3300024953_2,facultative
3300027132_6,facultative
3300020423_82,facultative
3300014597_2,facultative
3300027577_5,facultative
3300020460_20,facultative
3300008348_1,facultative
3300000173_2,facultative
3300013851_2,facultative
3300025682_42,facultative
3300007192_7,facultative
3300006083_24,facultative
3300020578_80,facultative
3300003140_7,facultative
3300027571_20,facultative
3300027850_60,facultative
3300024961_9,facultative
3300008328_10,facultative
3300027786_13,facultative
3300020192_16,facultative
3300027617_1,facultative
3300005613_39,facultative
3300023103_8,facultative
3300009566_21,facultative
3300027888_46,facultative
3300014087_3,facultative
3300027791_6,facultative
3300028557_55,facultative
3300027597_12,facultative
3300005298_32,facultative
3300014208_84,facultative
3300029681_9,facultative
3300017986_29,facultative
3300017444_63,facultative
3300025784_67,facultative
3300029059_12,facultative
3300008490_33,facultative
3300022661_86,facultative
3300029077_2,facultative
3300005298_10,facultative
3300006879_10,facultative
3300025705_37,facultative
3300025531_7,facultative
3300029478_15,facultative
3300027566_18,facultative
3300029530_12,facultative
3300011013_24,facultative
3300014911_50,facultative
3300029188_14,facultative
3300024326_9,facultative
3300014025_24,facultative
3300008103_16,facultative
3300020578_68,facultative
3300029495_16,facultative
3300028115_40,facultative
3300015214_38,facultative
3300029381_42,anaerobe
3300021306_17,facultative
3300020179_46,facultative
3300027229_6,facultative
3300005081_11,facultative
3300011977_13,facultative
3300011900_3,facultative
3300029493_14,facultative
3300009503_100,facultative
3300025870_12,facultative
3300013128_97,facultative
3300024931_7,facultative
3300002173_26,facultative
3300014167_9,facultative
3300029798_17,facultative
3300028567_72,facultative
3300002170_19,facultative
3300021561_55,facultative
3300012521_69,facultative
3300014208_125,facultative
3300012677_5,facultative
3300029895_11,facultative
3300008712_10,facultative
3300026980_8,facultative
3300025299_23,facultative
3300025886_41,facultative
3300000158_15,facultative
3300027819_125,facultative
3300025948_2,facultative
3300008260_19,facultative
3300024423_13,facultative
3300012533_33,facultative
3300026284_15,facultative
3300026279_13,facultative
3300028571_61,facultative
3300029541_11,facultative
3300012847_7,facultative
3300017964_48,facultative
3300014039_13,facultative
3300027904_65,facultative
3300013660_1,facultative
3300027278_2,facultative
3300027409_1,facultative
3300026638_2,facultative
3300008403_7,facultative
3300027592_78,anaerobe
3300025838_8,facultative
3300012859_12,facultative
3300025196_1,facultative
3300026534_13,facultative
3300029750_8,facultative
3300025737_74,facultative
3300007067_5,facultative
3300025523_1,facultative
3300029340_33,facultative
3300029323_10,anaerobe
3300025614_13,facultative
3300013006_27,facultative
3300008695_15,facultative
3300027852_97,facultative
3300013502_3,facultative
3300008272_28,anaerobe
3300029761_21,facultative
3300020266_12,facultative
3300025562_5,facultative
3300029220_12,facultative
3300017526_24,facultative
3300028603_95,facultative
3300008565_5,facultative
3300027819_71,facultative
3300008622_18,facultative
3300021502_11,facultative
3300014494_25,facultative
3300026256_38,facultative
3300020285_1,facultative
3300007079_14,facultative
3300012521_32,facultative
3300008268_16,facultative
3300025882_148,facultative
3300029412_18,facultative
3300005529_95,facultative
3300012079_5,facultative
3300029891_10,facultative
3300011513_1,facultative
3300024336_10,facultative
3300008695_17,facultative
3300029874_23,facultative
3300029766_11,facultative
3300008131_4,facultative
3300028641_14,facultative
3300017513_31,facultative
3300022225_21,facultative
3300013296_35,facultative
3300017540_16,facultative
3300025856_17,facultative
3300022921_26,facultative
3300029852_11,facultative
3300020079_28,facultative
3300011590_1,facultative
3300029573_9,facultative
3300007929_1,facultative
3300020344_14,facultative
3300011005_19,facultative
3300017400_30,anaerobe
3300008744_31,facultative
3300025093_9,facultative
3300029692_11,facultative
3300029716_21,facultative
3300008672_9,facultative
3300029572_25,facultative
3300029703_23,facultative
3300029066_4,facultative
3300025094_36,facultative
3300005279_3,facultative
3300029238_12,facultative
3300027592_40,facultative
3300000145_3,facultative
3300013678_2,facultative
3300025730_13,facultative
3300008571_12,facultative
3300025553_15,facultative
3300029847_20,facultative
3300012800_7,facultative
3300018080_77,facultative
3300025595_4,facultative
3300029702_13,facultative
3300025208_4,facultative
3300017548_13,facultative
3300026965_6,facultative
3300028033_5,anaerobe
3300025876_58,facultative
3300014533_6,facultative
3300008420_9,facultative
3300027531_7,facultative
3300011386_2,facultative
3300013137_127,facultative
3300008098_3,facultative
3300027782_19,facultative
3300013772_10,facultative
3300026518_12,facultative
3300010428_19,facultative
3300021376_37,facultative
3300020712_3,facultative
3300014597_1,facultative
3300002036_10,facultative
3300011876_9,facultative
3300029647_16,facultative
3300027387_4,facultative
3300029875_12,facultative
3300009566_33,facultative
3300014161_23,facultative
3300009503_134,anaerobe
3300017480_25,facultative
3300011170_3,facultative
3300024940_1,facultative
3300025697_14,facultative
3300025096_1,facultative
3300017560_6,facultative
3300013200_1,facultative
3300029131_18,facultative
3300008717_35,facultative
3300020427_9,facultative
3300023039_1,facultative
3300029841_18,facultative
3300027977_40,facultative
3300027344_3,facultative
3300025801_1,facultative
3300026237_3,facultative
3300021319_25,facultative
3300017929_13,anaerobe
3300027900_31,facultative
3300008493_17,facultative
3300026211_10,facultative
3300017522_8,facultative
3300017788_72,facultative
3300025601_2,facultative
3300026840_6,facultative
3300029213_13,facultative
3300028965_5,facultative
3300024951_1,facultative
3300028640_21,anaerobe
3300020192_41,facultative
3300028998_2,facultative
3300000211_14,facultative
3300027048_2,facultative
3300007728_2,facultative
3300012279_2,facultative
3300006317_40,facultative
3300008274_7,facultative
3300009770_59,facultative
3300007991_32,facultative
3300029525_3,facultative
3300008499_10,facultative
3300027965_60,facultative
3300017505_2,facultative
3300029890_9,facultative
3300024059_6,facultative
3300020427_21,facultative
3300000153_14,facultative
3300007732_2,facultative
3300022177_39,anaerobe
3300023177_32,anaerobe
3300024309_10,facultative
3300014804_15,facultative
3300007519_15,facultative
3300006262_13,facultative
3300025890_54,facultative
3300027832_68,facultative
3300028568_26,facultative
3300029460_10,facultative
3300012842_13,facultative
3300025724_46,anaerobe
3300013001_14,facultative
3300020149_3,facultative
3300000374_4,facultative
3300006889_1,facultative
3300014025_14,facultative
3300021123_2,facultative
3300020467_10,facultative
3300026076_17,facultative
3300025478_4,anaerobe
3300020144_6,facultative
3300029325_13,facultative
3300029328_16,facultative
3300009083_119,facultative
3300021603_38,facultative
3300024516_25,facultative
3300005688_3,facultative
3300008725_12,facultative
3300028162_9,facultative
3300029310_19,facultative
3300020200_56,facultative
3300005068_21,facultative
3300007361_13,facultative
3300008079_14,facultative
3300025093_5,facultative
3300029784_19,facultative
3300011989_37,facultative
3300007192_8,facultative
3300023096_6,facultative
3300029410_12,facultative
3300020153_54,facultative
3300021255_121,facultative
3300008680_19,facultative
3300014535_12,facultative
3300013341_2,facultative
3300029849_16,facultative
3300027863_245,facultative
3300022912_27,anaerobe
3300029707_17,facultative
3300002242_13,anaerobe
3300029025_3,facultative
3300009503_58,facultative
3300020436_11,facultative
3300029686_25,facultative
3300005721_7,facultative
3300025565_6,facultative
3300013136_153,facultative
3300029871_5,facultative
3300026279_26,facultative
3300009503_113,facultative
3300029213_10,facultative
3300018430_120,anaerobe
3300020178_22,facultative
3300025395_2,facultative
3300005300_32,facultative
3300008734_45,facultative
3300029711_20,facultative
3300007878_4,facultative
3300011980_33,facultative
3300008502_9,facultative
3300025748_26,facultative
3300027901_24,facultative
3300026882_3,facultative
3300009769_56,facultative
3300029462_18,facultative
3300014156_12,facultative
3300014203_32,anaerobe
3300025261_12,facultative
3300013693_3,facultative
3300025352_3,facultative
3300008534_9,facultative
3300007220_22,facultative
3300025866_9,facultative
3300008505_6,facultative
3300029647_8,facultative
3300020357_10,facultative
3300013129_11,facultative
3300001782_37,facultative
3300025738_51,facultative
3300029650_9,facultative
3300008496_16,facultative
3300025694_36,aerobe
3300027386_22,facultative
3300027673_6,facultative
3300000563_60,facultative
3300029447_24,facultative
3300017434_25,facultative
3300013382_9,facultative
3300029187_12,facultative
3300027743_12,facultative
3300029367_8,facultative
3300014964_28,facultative
3300008347_16,facultative
3300017467_19,facultative
3300027976_29,facultative
3300006258_12,facultative
3300017418_15,facultative
3300027968_28,facultative
3300014782_11,facultative
3300025686_41,anaerobe
3300006296_11,facultative
3300025679_22,facultative
3300025204_4,facultative
3300002504_9,facultative
3300027653_30,facultative
3300013137_135,anaerobe
3300014534_10,facultative
3300018019_19,facultative
3300012804_2,facultative
3300006854_32,facultative
3300025273_6,facultative
3300029839_19,facultative
3300000062_59,facultative
3300029567_15,facultative
3300023100_5,facultative
3300025634_8,facultative
3300013772_11,facultative
3300029439_11,facultative
3300027686_11,facultative
3300025858_10,facultative
3300024352_1,facultative
3300027132_4,facultative
3300017788_59,facultative
3300027773_29,facultative
3300004094_7,facultative
3300029718_37,facultative
3300002821_41,facultative
3300029392_24,facultative
3300003700_2,facultative
3300027909_55,facultative
3300027688_9,facultative
3300014791_11,facultative
3300025637_13,facultative
3300018080_66,facultative
3300007994_10,facultative
3300022143_9,facultative
3300019376_50,facultative
3300021318_22,facultative
3300027844_18,facultative
3300028276_5,facultative
3300000447_3,facultative
3300007940_14,facultative
3300020469_15,facultative
3300007669_10,facultative
3300010158_28,facultative
3300025072_2,facultative
3300000866_15,facultative
3300024292_7,facultative
3300021561_21,facultative
3300019487_32,facultative
3300012846_12,facultative
3300000215_12,facultative
3300009709_46,facultative
3300020364_21,facultative
3300012001_4,facultative
3300014513_4,facultative
3300009760_5,facultative
3300027151_10,facultative
3300020213_23,facultative
3300018009_13,facultative
3300021579_3,facultative
3300025772_37,facultative
3300025622_10,facultative
3300025730_69,facultative
3300026339_4,facultative
3300026041_20,facultative
3300025367_1,facultative
3300029840_30,anaerobe
3300025857_11,facultative
3300029855_24,facultative
3300014695_2,facultative
3300029006_12,facultative
3300025621_4,facultative
3300024313_9,facultative
3300017788_52,facultative
3300027896_119,facultative
3300027128_4,facultative
3300029771_22,facultative
